"sexo","idade","ano","previsto","inferior","superior","observado"
"Mulheres",0,2012,0.0130118784942517,0.0126834493157393,0.013348812119986,0.0132551511959286
"Mulheres",1,2012,0.000540590387026153,0.000527028845230246,0.000554500895330339,0.000538129668969831
"Mulheres",5,2012,0.00024073349655338,0.000238229043867709,0.000243264278032353,0.000234094086270805
"Mulheres",10,2012,0.000267262338485066,0.00026492968736802,0.000269615528112869,0.000264210837593014
"Mulheres",15,2012,0.000480346338236529,0.000476841220363117,0.000483877221188089,0.000509449733749648
"Mulheres",20,2012,0.000580102924707945,0.000575441549681528,0.000584802059289871,0.000595778447307364
"Mulheres",25,2012,0.000714716633451061,0.000707825465324267,0.00072167489184301,0.000717657420600476
"Mulheres",30,2012,0.000949815240412974,0.000940063357008129,0.000959668286392907,0.000975914262789755
"Mulheres",35,2012,0.00134458276404117,0.0013301980516186,0.00135912303221067,0.00135819934382923
"Mulheres",40,2012,0.00200018021488529,0.00197912953905812,0.00202145479265725,0.00203006029503699
"Mulheres",45,2012,0.00298811829466282,0.00295485140881328,0.00302175971227082,0.00301301803896205
"Mulheres",50,2012,0.00443197709531429,0.00438449339744533,0.00447997503767147,0.00440041879654112
"Mulheres",55,2012,0.00650664795162732,0.00643416984769251,0.00657994248964366,0.00659356085053954
"Mulheres",60,2012,0.00983137899175745,0.00971619001741002,0.00994793357338379,0.00988120238203934
"Mulheres",65,2012,0.0154715581834206,0.0153249419111698,0.015619577157973,0.0153364404569494
"Mulheres",70,2012,0.0218992821990448,0.0217315887401846,0.0220682696772462,0.0220685199769523
"Mulheres",75,2012,0.0382869806627178,0.0380333555345699,0.0385422970880107,0.038023805781755
"Mulheres",80,2012,0.0666945545446426,0.0663703257144308,0.0670203672805112,0.0660269094153338
"Mulheres",85,2012,0.112732165387632,0.112222353821503,0.113244292961437,0.114813291673848
"Mulheres",90,2012,0.185627735220898,0.185473222732373,0.185782376429401,0.184565123351175
"Mulheres",0,2013,0.0123081061057291,0.0118535548966398,0.0127800881027539,0.0127739962637988
"Mulheres",1,2013,0.000511527458852265,0.000492750917867641,0.000531019490115167,0.00052352802745317
"Mulheres",5,2013,0.000235319459498862,0.000231724775392005,0.0002389699069733,0.000224019775982907
"Mulheres",10,2013,0.000262214707146953,0.000258852934525019,0.000265620139753591,0.000262203811981436
"Mulheres",15,2013,0.000472755199098765,0.000467686096752779,0.00047787924384901,0.000497811882005736
"Mulheres",20,2013,0.000570012039010747,0.000563282836357392,0.000576821631417574,0.000582884723354758
"Mulheres",25,2013,0.000699812851438051,0.000689903483191401,0.000709864552027471,0.000704303483396776
"Mulheres",30,2013,0.00092873226814769,0.000914730575636308,0.000942948283213062,0.000963822100362139
"Mulheres",35,2013,0.00131349181579847,0.00129286001239667,0.0013344528669978,0.0013457346126232
"Mulheres",40,2013,0.00195467686000447,0.00192447136232057,0.0019853564474089,0.00197289100549321
"Mulheres",45,2013,0.00291623409859046,0.00286857036328473,0.0029646898073797,0.0029323419319545
"Mulheres",50,2013,0.00432934733547858,0.00426124468401204,0.00439853839455387,0.00426237931876802
"Mulheres",55,2013,0.00635003540594383,0.00624619261126028,0.00645560458447092,0.00643553740107225
"Mulheres",60,2013,0.00958256057792235,0.00941775603447525,0.00975024909260862,0.00961879660894056
"Mulheres",65,2013,0.0151544348559552,0.0149435186261839,0.015368328005493,0.0148792591375241
"Mulheres",70,2013,0.0215361806038261,0.0212938744582986,0.0217812439868058,0.0215862462619859
"Mulheres",75,2013,0.037737479234853,0.0373700870782491,0.0381084832909006,0.0373816707468154
"Mulheres",80,2013,0.0659913539661521,0.0655196761947678,0.0664664273574927,0.064792033122183
"Mulheres",85,2013,0.111626244697457,0.110883977765307,0.112373480428614,0.114003210943995
"Mulheres",90,2013,0.185291827026653,0.185064846965507,0.185519085476424,0.184321844879727
"Mulheres",0,2014,0.0116423985957763,0.0110986808022224,0.0122127528017376,0.0123718633393905
"Mulheres",1,2014,0.000484026996113041,0.000461558747383785,0.000507588978205215,0.000502667202939017
"Mulheres",5,2014,0.00023002718280444,0.000225570447244076,0.000234571972859964,0.000213595263759559
"Mulheres",10,2014,0.00025726240754271,0.000253077670527453,0.000261516340800567,0.000253562852628468
"Mulheres",15,2014,0.000465284026303662,0.000458952362961153,0.000471703040674118,0.000485000815960492
"Mulheres",20,2014,0.000560096684188875,0.000551706271218391,0.000568614699533101,0.000568483492377293
"Mulheres",25,2014,0.000685219853738564,0.00067291163893183,0.000697753197883185,0.000693089386871863
"Mulheres",30,2014,0.000908117272916914,0.000890752120008131,0.000925820958318376,0.000940557803253818
"Mulheres",35,2014,0.00128311978727457,0.0012575582963841,0.00130920084836581,0.00133030933373209
"Mulheres",40,2014,0.00191020868949853,0.001872770388582,0.00194839541445255,0.00192869614350617
"Mulheres",45,2014,0.00284607919739046,0.00278708843768286,0.00290631853955559,0.00286913702121522
"Mulheres",50,2014,0.00422909413747464,0.00414472244846229,0.00431518333157817,0.00419400166739823
"Mulheres",55,2014,0.00619719246477065,0.00606867386120072,0.0063284327554573,0.00633669742985923
"Mulheres",60,2014,0.00934003940917519,0.00913635544152861,0.00954826426393389,0.00947677052924951
"Mulheres",65,2014,0.0148438116627122,0.0145817333136775,0.0151106003613024,0.0146651362453383
"Mulheres",70,2014,0.0211790994236717,0.0208767028690428,0.0214858761563788,0.0213470672329195
"Mulheres",75,2014,0.0371958643473733,0.0367362273029889,0.0376612522874833,0.0371436467953298
"Mulheres",80,2014,0.065295567651944,0.0647029719070565,0.0658935908093059,0.0641954095672538
"Mulheres",85,2014,0.110531173267285,0.109597866394162,0.111472427938555,0.113643574994267
"Mulheres",90,2014,0.184956526685081,0.184668609909988,0.185244892351133,0.186229617557647
"Mulheres",0,2015,0.0110126971524758,0.0104008175999976,0.0116605735468504,0.0117233358009031
"Mulheres",1,2015,0.000458004998386367,0.00043271065889716,0.000484777932398358,0.000497603843405669
"Mulheres",5,2015,0.000224853928109602,0.000219656808546255,0.000230174012455758,0.000209934306562295
"Mulheres",10,2015,0.000252403639196254,0.000247504212535729,0.000257400051606459,0.000250605192360582
"Mulheres",15,2015,0.000457930923966675,0.000450492666219158,0.000465491997649872,0.00047203179142977
"Mulheres",20,2015,0.00055035380688417,0.000540514258006486,0.000560372475407049,0.000567950130009549
"Mulheres",25,2015,0.000670931159655994,0.000656552175361762,0.000685625054473857,0.000689214456129607
"Mulheres",30,2015,0.000887959867072164,0.000867703321703001,0.000908689301757331,0.000926885914302246
"Mulheres",35,2015,0.00125345005480273,0.00122366303367927,0.00128396216657859,0.0013252747738422
"Mulheres",40,2015,0.00186675215330853,0.00182310691455395,0.00191144226049662,0.00191561641493295
"Mulheres",45,2015,0.00277761198997497,0.00270894072519426,0.00284802406161896,0.00282490759925553
"Mulheres",50,2015,0.00413116246808256,0.00403284708299164,0.0042318746499641,0.0041694090555392
"Mulheres",55,2015,0.00604802839515851,0.00589842177375864,0.00620142961484672,0.00624819412207065
"Mulheres",60,2015,0.00910365611107463,0.00886687666279207,0.00934675847432048,0.00941486269765082
"Mulheres",65,2015,0.0145395553692644,0.0142332637573811,0.0148524381996559,0.0145379174710581
"Mulheres",70,2015,0.0208279388369394,0.0204729958748689,0.0211890354907849,0.021175638947047
"Mulheres",75,2015,0.0366620228112751,0.0361211914797122,0.0372109518416463,0.0368841513490415
"Mulheres",80,2015,0.0646071174289955,0.0639069203173778,0.0653149862605565,0.0639487612893094
"Mulheres",85,2015,0.109446844664129,0.10834318547173,0.110561746498209,0.113072463372505
"Mulheres",90,2015,0.184621833096224,0.184278381672037,0.18496592463283,0.188687920239193
"Mulheres",0,2016,0.0104170543186992,0.00975164950838822,0.0111278630948934,0.0112441653700822
"Mulheres",1,2016,0.000433381981235415,0.00040586477259307,0.000462764827948855,0.000482658039132429
"Mulheres",5,2016,0.000219797018638886,0.000213941422190757,0.000225812883301614,0.000202804625956757
"Mulheres",10,2016,0.000247636635636073,0.000242094492403217,0.000253305652269924,0.000244120631469099
"Mulheres",15,2016,0.000450694026164815,0.000442251471052129,0.000459297749168387,0.00046653646507089
"Mulheres",20,2016,0.000540780406851612,0.000529631829110459,0.000552163658528165,0.000560695295280403
"Mulheres",25,2016,0.00065694042363385,0.000640710343428618,0.000673581634244841,0.000670650802859736
"Mulheres",30,2016,0.000868249893538757,0.000845419460330398,0.000891696859373744,0.000903234177756624
"Mulheres",35,2016,0.00122446637910727,0.00119092879123718,0.00125894841454502,0.00129813036448878
"Mulheres",40,2016,0.00182428423713058,0.00177512323520871,0.00187480672430712,0.0018801837204144
"Mulheres",45,2016,0.00271079187604008,0.00263355373122555,0.00279029529873509,0.00276913102869272
"Mulheres",50,2016,0.00403549856846769,0.00392480811903549,0.00414931079486933,0.00410540216228509
"Mulheres",55,2016,0.00590245464806575,0.00573418670374568,0.00607566036343315,0.00613897417303654
"Mulheres",60,2016,0.00887325534272292,0.00860730570105605,0.0091474223307185,0.00934098078133144
"Mulheres",65,2016,0.0142415354721146,0.0138956775985084,0.0145960016102612,0.0143617906818095
"Mulheres",70,2016,0.0204826006770822,0.0200800772954583,0.0208931930053725,0.0209030466156008
"Mulheres",75,2016,0.0361358430620626,0.0355210130400954,0.0367613151216171,0.0364720048033259
"Mulheres",80,2016,0.0639259259485087,0.0631266053516013,0.0647353676886817,0.0633300542074554
"Mulheres",85,2016,0.108373153499125,0.107112246748631,0.109648903424716,0.111580109134992
"Mulheres",90,2016,0.184287745162114,0.183891936260053,0.184684406003037,0.190299559143387
"Mulheres",0,2017,0.00985362796926939,0.00914590604320958,0.0106161143246006,0.0118457403996224
"Mulheres",1,2017,0.000410082733422684,0.000380804715119241,0.000441611780460129,0.000490680211321701
"Mulheres",5,2017,0.000214853837816853,0.000208401845236843,0.000221505580107358,0.000196982846615696
"Mulheres",10,2017,0.00024295966375299,0.000236828825553191,0.000249249212265795,0.000244127193706332
"Mulheres",15,2017,0.000443571496463148,0.000434200576135635,0.000453144660068564,0.000455357438602881
"Mulheres",20,2017,0.000531373536035418,0.000519020564253984,0.000544020515265385,0.000557609350752891
"Mulheres",25,2017,0.00064324143243772,0.000625326082776405,0.000661670049916143,0.000656820426420847
"Mulheres",30,2017,0.00084897742069777,0.000823813585442954,0.000874909899024176,0.000885300082678025
"Mulheres",35,2017,0.00119615289641518,0.00115922524501068,0.00123425689507758,0.00126506929479191
"Mulheres",40,2017,0.00178278245022764,0.00172862986367802,0.00183863146855344,0.00184222125357385
"Mulheres",45,2017,0.00264557923199026,0.00256062110070561,0.00273335616534967,0.00272302739757205
"Mulheres",50,2017,0.00394204992467009,0.00382017510830883,0.00406781290595624,0.00402321274511456
"Mulheres",55,2017,0.00576038480579255,0.00557530104756354,0.00595161280578859,0.00599354483113515
"Mulheres",60,2017,0.00864868569468258,0.00835655796825143,0.00895102559326333,0.00922338322135395
"Mulheres",65,2017,0.0139496241427196,0.0135677045517084,0.0143422944523541,0.0141235800508043
"Mulheres",70,2017,0.0201429884052059,0.0196965821075154,0.0205995121223315,0.0205736387689359
"Mulheres",75,2017,0.0356172151364336,0.0349336937766408,0.0363141104455224,0.035936673507818
"Mulheres",80,2017,0.0632519166772204,0.0623595966374288,0.0641570051615874,0.0625697982042192
"Mulheres",85,2017,0.107309995417294,0.105901261475158,0.108737468808726,0.109264525517984
"Mulheres",90,2017,0.18395426178677,0.183508201285458,0.184401406544641,0.188929447183116
"Mulheres",0,2018,0.00932067561388053,0.0085796740397064,0.0101256753458387,0.0115660615701648
"Mulheres",1,2018,0.00038803608717657,0.000357369995836574,0.00042133365057362,0.00047500172266825
"Mulheres",5,2018,0.000210021827914201,0.000203023947492387,0.000217260913036264,0.000195505270313915
"Mulheres",10,2018,0.000238371023170077,0.000231695141248659,0.000245239258712674,0.000239960725398453
"Mulheres",15,2018,0.000436561527448792,0.000426323070512948,0.000447045868334338,0.000446617361625855
"Mulheres",20,2018,0.000522130297661212,0.000508657159097524,0.000535960308156238,0.000556124308511958
"Mulheres",25,2018,0.000629828102395997,0.000610362028538808,0.000649915001294221,0.000644719598209975
"Mulheres",30,2018,0.000830132737381634,0.000802831069088354,0.000858362846439472,0.000868724351469502
"Mulheres",35,2018,0.00116849410977342,0.00112846996473773,0.00120993781601667,0.00123483820321334
"Mulheres",40,2018,0.00174222481351855,0.00168350727275476,0.00180299031074154,0.00179901836688201
"Mulheres",45,2018,0.00258193538744199,0.0024899477573438,0.0026773213716085,0.00265208163112524
"Mulheres",50,2018,0.00385076523877743,0.00371867572527771,0.00398754664822763,0.00392767109644891
"Mulheres",55,2018,0.00562173453068031,0.00542133965898574,0.00582953681587918,0.00586148485455785
"Mulheres",60,2018,0.00842979958947665,0.00811393666537347,0.00875795856553805,0.00910904821087955
"Mulheres",65,2018,0.0136636961726609,0.0132485564029319,0.0140918442297208,0.0139593239896324
"Mulheres",70,2018,0.019809007083082,0.0193216872033247,0.0203086178493807,0.0202665618718869
"Mulheres",75,2018,0.035106030649298,0.0343580476203091,0.0358702974502241,0.0354036264134805
"Mulheres",80,2018,0.0625850138888033,0.0616044869096057,0.063581147412348,0.06206141626521
"Mulheres",85,2018,0.106257267087394,0.104708045282441,0.107829410609533,0.108082008616847
"Mulheres",90,2018,0.183621381876196,0.183126577389711,0.184117523314877,0.189484833941721
"Mulheres",0,2019,0.00881654900815467,0.00804978177031622,0.00965635325665973,0.0111103224066213
"Mulheres",1,2019,0.000367174700808736,0.000335430611588816,0.000401922949952013,0.000453608731871651
"Mulheres",5,2019,0.000205298488724331,0.000197797733262575,0.000213083682898144,0.000199794835854554
"Mulheres",10,2019,0.000233869045624451,0.000226685135661388,0.000241280621871,0.000235980942429496
"Mulheres",15,2019,0.000429662340272253,0.000418607609033442,0.000441009008590384,0.00043494563935497
"Mulheres",20,2019,0.000513047845343985,0.00049852577407109,0.000527992945003824,0.000563196357972924
"Mulheres",25,2019,0.000616694476698141,0.000595792075089281,0.000638330205270023,0.000649037758306511
"Mulheres",30,2019,0.000811706347980773,0.000782433351859396,0.000842074527864302,0.000866968182597344
"Mulheres",35,2019,0.00114147488056683,0.00109860436616914,0.00118601831841295,0.00122439416012776
"Mulheres",40,2019,0.00170258984793808,0.0016396707458627,0.00176792334535226,0.00179304912418174
"Mulheres",45,2019,0.0025198226022927,0.00242139412003397,0.00262225215403433,0.00262000457348761
"Mulheres",50,2019,0.00376159440076538,0.00362011637721182,0.00390860153693935,0.00387039092366506
"Mulheres",55,2019,0.00548642151504582,0.00527199830906982,0.00570956576161509,0.0058013197946986
"Mulheres",60,2019,0.00821645318460712,0.00787893883322005,0.00856842582026363,0.00902671271826711
"Mulheres",65,2019,0.0133836289199394,0.0129376839692711,0.0138449450065466,0.0139665044856012
"Mulheres",70,2019,0.0194805633466073,0.0189548368445701,0.0200208712643122,0.0200358084091665
"Mulheres",75,2019,0.0346021827711277,0.0337932882949584,0.0354304393841766,0.0350597318216265
"Mulheres",80,2019,0.0619251426553583,0.0608603710595351,0.0630085427697319,0.0618696550980123
"Mulheres",85,2019,0.10521486619188,0.103531200895676,0.10692591191838,0.108013218777689
"Mulheres",90,2019,0.183289104338374,0.182746696503156,0.183833122086467,0.189993298255459
"Homens",0,2012,0.0155508040750945,0.0150555663523842,0.0160623321449266,0.0155997361324769
